featureId,existingLocation,destination,requirement,ownership,invariants,implementation,areaValidation
F13.04,Maintenance > Diagnostics & Context Intelligence,diagnostics,Indexed/dropped/outbox/expired counters,Unified app diagnostics through an explicit client dependency,"Controls apply to Unified index/forwarding, not arbitrary bundle exporters; Maximum ten destinations; Remote HTTPS; localhost HTTP exception; Only captured streams eligible for forwarding; Save before test; test sends synthetic event in real app; No automatic historical upload; Changed destination cancels old pending deliveries; Environment names instead of key values","Existing native form, action and behavior retained; navigation relocated",test_diagnostics*
F13.05,Maintenance > Diagnostics & Context Intelligence,diagnostics,Configuration/storage error states,Unified app diagnostics through an explicit client dependency,"Controls apply to Unified index/forwarding, not arbitrary bundle exporters; Maximum ten destinations; Remote HTTPS; localhost HTTP exception; Only captured streams eligible for forwarding; Save before test; test sends synthetic event in real app; No automatic historical upload; Changed destination cancels old pending deliveries; Environment names instead of key values","Existing native form, action and behavior retained; navigation relocated",test_diagnostics*
F13.06,Maintenance > Diagnostics & Context Intelligence,diagnostics,Save capture settings,Unified app diagnostics through an explicit client dependency,"Controls apply to Unified index/forwarding, not arbitrary bundle exporters; Maximum ten destinations; Remote HTTPS; localhost HTTP exception; Only captured streams eligible for forwarding; Save before test; test sends synthetic event in real app; No automatic historical upload; Changed destination cancels old pending deliveries; Environment names instead of key values","Existing native form, action and behavior retained; navigation relocated",test_diagnostics*
F13.07,Maintenance > Diagnostics & Context Intelligence,diagnostics,List destinations and delivery status,Unified app diagnostics through an explicit client dependency,"Controls apply to Unified index/forwarding, not arbitrary bundle exporters; Maximum ten destinations; Remote HTTPS; localhost HTTP exception; Only captured streams eligible for forwarding; Save before test; test sends synthetic event in real app; No automatic historical upload; Changed destination cancels old pending deliveries; Environment names instead of key values","Existing native form, action and behavior retained; navigation relocated",test_diagnostics*
F13.08,Maintenance > Diagnostics & Context Intelligence,diagnostics,Add server,Unified app diagnostics through an explicit client dependency,"Controls apply to Unified index/forwarding, not arbitrary bundle exporters; Maximum ten destinations; Remote HTTPS; localhost HTTP exception; Only captured streams eligible for forwarding; Save before test; test sends synthetic event in real app; No automatic historical upload; Changed destination cancels old pending deliveries; Environment names instead of key values","Existing native form, action and behavior retained; navigation relocated",test_diagnostics*
F13.09,Maintenance > Diagnostics & Context Intelligence,diagnostics,Select destination and return to all destinations,Unified app diagnostics through an explicit client dependency,"Controls apply to Unified index/forwarding, not arbitrary bundle exporters; Maximum ten destinations; Remote HTTPS; localhost HTTP exception; Only captured streams eligible for forwarding; Save before test; test sends synthetic event in real app; No automatic historical upload; Changed destination cancels old pending deliveries; Environment names instead of key values","Existing native form, action and behavior retained; navigation relocated",test_diagnostics*
F13.10,Maintenance > Diagnostics & Context Intelligence,diagnostics,Name and server URL,Unified app diagnostics through an explicit client dependency,"Controls apply to Unified index/forwarding, not arbitrary bundle exporters; Maximum ten destinations; Remote HTTPS; localhost HTTP exception; Only captured streams eligible for forwarding; Save before test; test sends synthetic event in real app; No automatic historical upload; Changed destination cancels old pending deliveries; Environment names instead of key values","Existing native form, action and behavior retained; navigation relocated",test_diagnostics*
F13.11,Maintenance > Diagnostics & Context Intelligence,diagnostics,Enable new selected record forwarding,Unified app diagnostics through an explicit client dependency,"Controls apply to Unified index/forwarding, not arbitrary bundle exporters; Maximum ten destinations; Remote HTTPS; localhost HTTP exception; Only captured streams eligible for forwarding; Save before test; test sends synthetic event in real app; No automatic historical upload; Changed destination cancels old pending deliveries; Environment names instead of key values","Existing native form, action and behavior retained; navigation relocated",test_diagnostics*
F13.12,Maintenance > Diagnostics & Context Intelligence,diagnostics,Static environment-key authentication,Unified app diagnostics through an explicit client dependency,"Controls apply to Unified index/forwarding, not arbitrary bundle exporters; Maximum ten destinations; Remote HTTPS; localhost HTTP exception; Only captured streams eligible for forwarding; Save before test; test sends synthetic event in real app; No automatic historical upload; Changed destination cancels old pending deliveries; Environment names instead of key values","Existing native form, action and behavior retained; navigation relocated",test_diagnostics*
F13.13,Maintenance > Diagnostics & Context Intelligence,diagnostics,Environment variable check,Unified app diagnostics through an explicit client dependency,"Controls apply to Unified index/forwarding, not arbitrary bundle exporters; Maximum ten destinations; Remote HTTPS; localhost HTTP exception; Only captured streams eligible for forwarding; Save before test; test sends synthetic event in real app; No automatic historical upload; Changed destination cancels old pending deliveries; Environment names instead of key values","Existing native form, action and behavior retained; navigation relocated",test_diagnostics*
F13.14,Maintenance > Diagnostics & Context Intelligence,diagnostics,Microsoft Entra resource URI,Unified app diagnostics through an explicit client dependency,"Controls apply to Unified index/forwarding, not arbitrary bundle exporters; Maximum ten destinations; Remote HTTPS; localhost HTTP exception; Only captured streams eligible for forwarding; Save before test; test sends synthetic event in real app; No automatic historical upload; Changed destination cancels old pending deliveries; Environment names instead of key values","Existing native form, action and behavior retained; navigation relocated",test_diagnostics*
F13.15,Maintenance > Diagnostics & Context Intelligence,diagnostics,Per-destination streams,Unified app diagnostics through an explicit client dependency,"Controls apply to Unified index/forwarding, not arbitrary bundle exporters; Maximum ten destinations; Remote HTTPS; localhost HTTP exception; Only captured streams eligible for forwarding; Save before test; test sends synthetic event in real app; No automatic historical upload; Changed destination cancels old pending deliveries; Environment names instead of key values","Existing native form, action and behavior retained; navigation relocated",test_diagnostics*
F13.16,Maintenance > Diagnostics & Context Intelligence,diagnostics,Workspace label,Unified app diagnostics through an explicit client dependency,"Controls apply to Unified index/forwarding, not arbitrary bundle exporters; Maximum ten destinations; Remote HTTPS; localhost HTTP exception; Only captured streams eligible for forwarding; Save before test; test sends synthetic event in real app; No automatic historical upload; Changed destination cancels old pending deliveries; Environment names instead of key values","Existing native form, action and behavior retained; navigation relocated",test_diagnostics*
F13.17,Maintenance > Diagnostics & Context Intelligence,diagnostics,Workspace path filter,Unified app diagnostics through an explicit client dependency,"Controls apply to Unified index/forwarding, not arbitrary bundle exporters; Maximum ten destinations; Remote HTTPS; localhost HTTP exception; Only captured streams eligible for forwarding; Save before test; test sends synthetic event in real app; No automatic historical upload; Changed destination cancels old pending deliveries; Environment names instead of key values","Existing native form, action and behavior retained; navigation relocated",test_diagnostics*
F13.18,Maintenance > Diagnostics & Context Intelligence,diagnostics,Include folder paths switch,Unified app diagnostics through an explicit client dependency,"Controls apply to Unified index/forwarding, not arbitrary bundle exporters; Maximum ten destinations; Remote HTTPS; localhost HTTP exception; Only captured streams eligible for forwarding; Save before test; test sends synthetic event in real app; No automatic historical upload; Changed destination cancels old pending deliveries; Environment names instead of key values","Existing native form, action and behavior retained; navigation relocated",test_diagnostics*
F13.19,Maintenance > Diagnostics & Context Intelligence,diagnostics,Save destination,Unified app diagnostics through an explicit client dependency,"Controls apply to Unified index/forwarding, not arbitrary bundle exporters; Maximum ten destinations; Remote HTTPS; localhost HTTP exception; Only captured streams eligible for forwarding; Save before test; test sends synthetic event in real app; No automatic historical upload; Changed destination cancels old pending deliveries; Environment names instead of key values","Existing native form, action and behavior retained; navigation relocated",test_diagnostics*
F13.20,Maintenance > Diagnostics & Context Intelligence,diagnostics,Test connection,Unified app diagnostics through an explicit client dependency,"Controls apply to Unified index/forwarding, not arbitrary bundle exporters; Maximum ten destinations; Remote HTTPS; localhost HTTP exception; Only captured streams eligible for forwarding; Save before test; test sends synthetic event in real app; No automatic historical upload; Changed destination cancels old pending deliveries; Environment names instead of key values","Existing native form, action and behavior retained; navigation relocated",test_diagnostics*
F13.21,Maintenance > Diagnostics & Context Intelligence,diagnostics,Retry failed deliveries,Unified app diagnostics through an explicit client dependency,"Controls apply to Unified index/forwarding, not arbitrary bundle exporters; Maximum ten destinations; Remote HTTPS; localhost HTTP exception; Only captured streams eligible for forwarding; Save before test; test sends synthetic event in real app; No automatic historical upload; Changed destination cancels old pending deliveries; Environment names instead of key values","Existing native form, action and behavior retained; navigation relocated",test_diagnostics*
F13.22,Maintenance > Diagnostics & Context Intelligence,diagnostics,Accepted/duplicate/pending/failed/cancelled counts,Unified app diagnostics through an explicit client dependency,"Controls apply to Unified index/forwarding, not arbitrary bundle exporters; Maximum ten destinations; Remote HTTPS; localhost HTTP exception; Only captured streams eligible for forwarding; Save before test; test sends synthetic event in real app; No automatic historical upload; Changed destination cancels old pending deliveries; Environment names instead of key values","Existing native form, action and behavior retained; navigation relocated",test_diagnostics*
F13.23,Maintenance > Diagnostics & Context Intelligence,diagnostics,Delivery error details,Unified app diagnostics through an explicit client dependency,"Controls apply to Unified index/forwarding, not arbitrary bundle exporters; Maximum ten destinations; Remote HTTPS; localhost HTTP exception; Only captured streams eligible for forwarding; Save before test; test sends synthetic event in real app; No automatic historical upload; Changed destination cancels old pending deliveries; Environment names instead of key values","Existing native form, action and behavior retained; navigation relocated",test_diagnostics*
F13.24,Maintenance > Diagnostics & Context Intelligence,diagnostics,Remove destination,Unified app diagnostics through an explicit client dependency,"Controls apply to Unified index/forwarding, not arbitrary bundle exporters; Maximum ten destinations; Remote HTTPS; localhost HTTP exception; Only captured streams eligible for forwarding; Save before test; test sends synthetic event in real app; No automatic historical upload; Changed destination cancels old pending deliveries; Environment names instead of key values","Existing native form, action and behavior retained; navigation relocated",test_diagnostics*
F13.25,Maintenance > Diagnostics & Context Intelligence,diagnostics,Local record stream filter,Unified app diagnostics through an explicit client dependency,"Controls apply to Unified index/forwarding, not arbitrary bundle exporters; Maximum ten destinations; Remote HTTPS; localhost HTTP exception; Only captured streams eligible for forwarding; Save before test; test sends synthetic event in real app; No automatic historical upload; Changed destination cancels old pending deliveries; Environment names instead of key values","Existing native form, action and behavior retained; navigation relocated",test_diagnostics*
F13.26,Maintenance > Diagnostics & Context Intelligence,diagnostics,Optional session filter,Unified app diagnostics through an explicit client dependency,"Controls apply to Unified index/forwarding, not arbitrary bundle exporters; Maximum ten destinations; Remote HTTPS; localhost HTTP exception; Only captured streams eligible for forwarding; Save before test; test sends synthetic event in real app; No automatic historical upload; Changed destination cancels old pending deliveries; Environment names instead of key values","Existing native form, action and behavior retained; navigation relocated",test_diagnostics*
F13.27,Maintenance > Diagnostics & Context Intelligence,diagnostics,Read records,Unified app diagnostics through an explicit client dependency,"Controls apply to Unified index/forwarding, not arbitrary bundle exporters; Maximum ten destinations; Remote HTTPS; localhost HTTP exception; Only captured streams eligible for forwarding; Save before test; test sends synthetic event in real app; No automatic historical upload; Changed destination cancels old pending deliveries; Environment names instead of key values","Existing native form, action and behavior retained; navigation relocated",test_diagnostics*
F13.28,Maintenance > Diagnostics & Context Intelligence,diagnostics,Older page,Unified app diagnostics through an explicit client dependency,"Controls apply to Unified index/forwarding, not arbitrary bundle exporters; Maximum ten destinations; Remote HTTPS; localhost HTTP exception; Only captured streams eligible for forwarding; Save before test; test sends synthetic event in real app; No automatic historical upload; Changed destination cancels old pending deliveries; Environment names instead of key values","Existing native form, action and behavior retained; navigation relocated",test_diagnostics*
F13.29,Maintenance > Diagnostics & Context Intelligence,diagnostics,Export current page,Unified app diagnostics through an explicit client dependency,"Controls apply to Unified index/forwarding, not arbitrary bundle exporters; Maximum ten destinations; Remote HTTPS; localhost HTTP exception; Only captured streams eligible for forwarding; Save before test; test sends synthetic event in real app; No automatic historical upload; Changed destination cancels old pending deliveries; Environment names instead of key values","Existing native form, action and behavior retained; navigation relocated",test_diagnostics*
F14.01,Maintenance > Conversation history,history,CLI/shared-history explanation,Unified history,Keep selected conversation; Retain original shared CLI data; Preserve transcript entries; never replay jobs; File size limited to 1 MB,"Existing native form, action and behavior retained; navigation relocated",native-history-browser; test_management.py
F14.02,Maintenance > Conversation history,history,Export runtime transcript,Unified history,Keep selected conversation; Retain original shared CLI data; Preserve transcript entries; never replay jobs; File size limited to 1 MB,"Existing native form, action and behavior retained; navigation relocated",native-history-browser; test_management.py
F14.03,Maintenance > Conversation history,history,Import JSON or JSONL by picker/drop,Unified history,Keep selected conversation; Retain original shared CLI data; Preserve transcript entries; never replay jobs; File size limited to 1 MB,"Existing native form, action and behavior retained; navigation relocated",native-history-browser; test_management.py
F14.04,Maintenance > Conversation history,history,Optional imported title and bundle override,Unified history,Keep selected conversation; Retain original shared CLI data; Preserve transcript entries; never replay jobs; File size limited to 1 MB,"Existing native form, action and behavior retained; navigation relocated",native-history-browser; test_management.py
F14.05,Maintenance > Conversation history,history,"File type, size and parse validation",Unified history,Keep selected conversation; Retain original shared CLI data; Preserve transcript entries; never replay jobs; File size limited to 1 MB,"Existing native form, action and behavior retained; navigation relocated",native-history-browser; test_management.py
F14.06,Maintenance > Conversation history,history,Cleanup age,Unified history,Keep selected conversation; Retain original shared CLI data; Preserve transcript entries; never replay jobs; File size limited to 1 MB,"Existing native form, action and behavior retained; navigation relocated",native-history-browser; test_management.py
F14.07,Maintenance > Conversation history,history,Preview eligible conversations,Unified history,Keep selected conversation; Retain original shared CLI data; Preserve transcript entries; never replay jobs; File size limited to 1 MB,"Existing native form, action and behavior retained; navigation relocated",native-history-browser; test_management.py
F14.08,Maintenance > Conversation history,history,Eligible count,Unified history,Keep selected conversation; Retain original shared CLI data; Preserve transcript entries; never replay jobs; File size limited to 1 MB,"Existing native form, action and behavior retained; navigation relocated",native-history-browser; test_management.py
F14.09,Maintenance > Conversation history,history,Optional retained legacy-app-file purge,Unified history,Keep selected conversation; Retain original shared CLI data; Preserve transcript entries; never replay jobs; File size limited to 1 MB,"Existing native form, action and behavior retained; navigation relocated",native-history-browser; test_management.py
F14.10,Maintenance > Conversation history,history,Apply cleanup,Unified history,Keep selected conversation; Retain original shared CLI data; Preserve transcript entries; never replay jobs; File size limited to 1 MB,"Existing native form, action and behavior retained; navigation relocated",native-history-browser; test_management.py
F15.01,Setup > Current conversation,conversation,Rename conversation,Unified conversation management,"Blank names rejected; Saved shared history remains after app-list removal; Existing active work consequences remain visible; Immutable full-history snapshot, including unloaded messages; Voice exchanges and artifact references retained; tool payloads omitted","Existing native form, action and behavior retained; navigation relocated",conversation-export-browser; test_conversation_export*
F15.02,Setup > Current conversation,conversation,Rename busy/error/draft-preservation states,Unified conversation management,"Blank names rejected; Saved shared history remains after app-list removal; Existing active work consequences remain visible; Immutable full-history snapshot, including unloaded messages; Voice exchanges and artifact references retained; tool payloads omitted","Existing native form, action and behavior retained; navigation relocated",conversation-export-browser; test_conversation_export*
F15.03,Setup > Current conversation,conversation,Export conversation,Unified conversation management,"Blank names rejected; Saved shared history remains after app-list removal; Existing active work consequences remain visible; Immutable full-history snapshot, including unloaded messages; Voice exchanges and artifact references retained; tool payloads omitted","Existing native form, action and behavior retained; navigation relocated",conversation-export-browser; test_conversation_export*
F15.04,Setup > Current conversation,conversation,Remove chat confirmation,Unified conversation management,"Blank names rejected; Saved shared history remains after app-list removal; Existing active work consequences remain visible; Immutable full-history snapshot, including unloaded messages; Voice exchanges and artifact references retained; tool payloads omitted","Existing native form, action and behavior retained; navigation relocated",conversation-export-browser; test_conversation_export*
F15.05,Setup > Current conversation,conversation,Keep conversation/cancel removal,Unified conversation management,"Blank names rejected; Saved shared history remains after app-list removal; Existing active work consequences remain visible; Immutable full-history snapshot, including unloaded messages; Voice exchanges and artifact references retained; tool payloads omitted","Existing native form, action and behavior retained; navigation relocated",conversation-export-browser; test_conversation_export*
F15.06,Setup > Current conversation,conversation,Copy complete conversation as Markdown,Unified conversation management,"Blank names rejected; Saved shared history remains after app-list removal; Existing active work consequences remain visible; Immutable full-history snapshot, including unloaded messages; Voice exchanges and artifact references retained; tool payloads omitted","Existing native form, action and behavior retained; navigation relocated",conversation-export-browser; test_conversation_export*
F15.07,Setup > Current conversation,conversation,Download complete conversation as Markdown,Unified conversation management,"Blank names rejected; Saved shared history remains after app-list removal; Existing active work consequences remain visible; Immutable full-history snapshot, including unloaded messages; Voice exchanges and artifact references retained; tool payloads omitted","Existing native form, action and behavior retained; navigation relocated",conversation-export-browser; test_conversation_export*
F15.08,Setup > Current conversation,conversation,Export JSON remains available,Unified conversation management,"Blank names rejected; Saved shared history remains after app-list removal; Existing active work consequences remain visible; Immutable full-history snapshot, including unloaded messages; Voice exchanges and artifact references retained; tool payloads omitted","Existing native form, action and behavior retained; navigation relocated",conversation-export-browser; test_conversation_export*
F15.09,Setup > Current conversation,conversation,Export pending/success/error status,Unified conversation management,"Blank names rejected; Saved shared history remains after app-list removal; Existing active work consequences remain visible; Immutable full-history snapshot, including unloaded messages; Voice exchanges and artifact references retained; tool payloads omitted","Existing native form, action and behavior retained; navigation relocated",conversation-export-browser; test_conversation_export*
F16.01,Maintenance > Backup and repair,repair,Create full private backup,Unified recovery,"Backup result must be verified, not inferred from dismissal; Repair waits for idle work; No false claim that all external tool data is included","Existing native form, action and behavior retained; navigation relocated",test_management.py
F16.02,Maintenance > Backup and repair,repair,Repair installed runtime,Unified recovery,"Backup result must be verified, not inferred from dismissal; Repair waits for idle work; No false claim that all external tool data is included","Existing native form, action and behavior retained; navigation relocated",test_management.py
F16.03,Maintenance > Backup and repair,repair,Busy/idle gating,Unified recovery,"Backup result must be verified, not inferred from dismissal; Repair waits for idle work; No false claim that all external tool data is included","Existing native form, action and behavior retained; navigation relocated",test_management.py
F16.04,Maintenance > Backup and repair,repair,Saved backup location and status details,Unified recovery,"Backup result must be verified, not inferred from dismissal; Repair waits for idle work; No false claim that all external tool data is included","Existing native form, action and behavior retained; navigation relocated",test_management.py
F16.05,Maintenance > Backup and repair,repair,Backup contents and unencrypted-credential disclosure,Unified recovery,"Backup result must be verified, not inferred from dismissal; Repair waits for idle work; No false claim that all external tool data is included","Existing native form, action and behavior retained; navigation relocated",test_management.py
F17.01,Maintenance > Advanced recovery,reset,Select runtime rebuild,Unified recovery,Confirmation matches current selection; Original workspace and CLI data retained; Busy updates/work block destructive operation,"Existing native form, action and behavior retained; navigation relocated",test_management.py
F17.02,Maintenance > Advanced recovery,reset,Select cache clearing,Unified recovery,Confirmation matches current selection; Original workspace and CLI data retained; Busy updates/work block destructive operation,"Existing native form, action and behavior retained; navigation relocated",test_management.py
F17.03,Maintenance > Advanced recovery,reset,Select configuration/credential reset,Unified recovery,Confirmation matches current selection; Original workspace and CLI data retained; Busy updates/work block destructive operation,"Existing native form, action and behavior retained; navigation relocated",test_management.py
F17.04,Maintenance > Advanced recovery,reset,Select app conversation removal,Unified recovery,Confirmation matches current selection; Original workspace and CLI data retained; Busy updates/work block destructive operation,"Existing native form, action and behavior retained; navigation relocated",test_management.py
F17.05,Maintenance > Advanced recovery,reset,Preview exact selected reset,Unified recovery,Confirmation matches current selection; Original workspace and CLI data retained; Busy updates/work block destructive operation,"Existing native form, action and behavior retained; navigation relocated",test_management.py
F17.06,Maintenance > Advanced recovery,reset,List affected paths,Unified recovery,Confirmation matches current selection; Original workspace and CLI data retained; Busy updates/work block destructive operation,"Existing native form, action and behavior retained; navigation relocated",test_management.py
F17.07,Maintenance > Advanced recovery,reset,Type RESET confirmation,Unified recovery,Confirmation matches current selection; Original workspace and CLI data retained; Busy updates/work block destructive operation,"Existing native form, action and behavior retained; navigation relocated",test_management.py
F17.08,Maintenance > Advanced recovery,reset,Apply selected reset,Unified recovery,Confirmation matches current selection; Original workspace and CLI data retained; Busy updates/work block destructive operation,"Existing native form, action and behavior retained; navigation relocated",test_management.py
F17.09,Maintenance > Advanced recovery,reset,Retained recovery folder,Unified recovery,Confirmation matches current selection; Original workspace and CLI data retained; Busy updates/work block destructive operation,"Existing native form, action and behavior retained; navigation relocated",test_management.py
F18.01,Maintenance > Ready conversations,ready-conversations,Warm conversation count,Unified runtime lifecycle,Integer nonnegative count; finite nonnegative hours; Either zero disables preparation and releases settled idle work; Saved history and active work remain protected,"Existing native form, action and behavior retained; navigation relocated",worker-retention-browser
F18.02,Maintenance > Ready conversations,ready-conversations,Idle lifetime in hours,Unified runtime lifecycle,Integer nonnegative count; finite nonnegative hours; Either zero disables preparation and releases settled idle work; Saved history and active work remain protected,"Existing native form, action and behavior retained; navigation relocated",worker-retention-browser
F18.03,Maintenance > Ready conversations,ready-conversations,Prepare on selection,Unified runtime lifecycle,Integer nonnegative count; finite nonnegative hours; Either zero disables preparation and releases settled idle work; Saved history and active work remain protected,"Existing native form, action and behavior retained; navigation relocated",worker-retention-browser
F18.04,Maintenance > Ready conversations,ready-conversations,Input validation,Unified runtime lifecycle,Integer nonnegative count; finite nonnegative hours; Either zero disables preparation and releases settled idle work; Saved history and active work remain protected,"Existing native form, action and behavior retained; navigation relocated",worker-retention-browser
F18.05,Maintenance > Ready conversations,ready-conversations,Save and saving state,Unified runtime lifecycle,Integer nonnegative count; finite nonnegative hours; Either zero disables preparation and releases settled idle work; Saved history and active work remain protected,"Existing native form, action and behavior retained; navigation relocated",worker-retention-browser
F18.06,Maintenance > Ready conversations,ready-conversations,Zero-limit behavior explanation,Unified runtime lifecycle,Integer nonnegative count; finite nonnegative hours; Either zero disables preparation and releases settled idle work; Saved history and active work remain protected,"Existing native form, action and behavior retained; navigation relocated",worker-retention-browser
F19.01,Capabilities > Advanced module & source registries,registries,Modules and source-overrides tabs,Unified generic registry,Validate against effective scoped configuration; Removing inherited module writes a disabling override; Session context/orchestrator cannot be disabled; Credentials kept in environment/private storage; Do not require host knowledge of module-specific semantics,"Existing native form, action and behavior retained; navigation relocated",settings-browser; test_registry*
F19.02,Capabilities > Advanced module & source registries,registries,Global/project/private scope,Unified generic registry,Validate against effective scoped configuration; Removing inherited module writes a disabling override; Session context/orchestrator cannot be disabled; Credentials kept in environment/private storage; Do not require host knowledge of module-specific semantics,"Existing native form, action and behavior retained; navigation relocated",settings-browser; test_registry*
F19.03,Capabilities > Advanced module & source registries,registries,Load registry,Unified generic registry,Validate against effective scoped configuration; Removing inherited module writes a disabling override; Session context/orchestrator cannot be disabled; Credentials kept in environment/private storage; Do not require host knowledge of module-specific semantics,"Existing native form, action and behavior retained; navigation relocated",settings-browser; test_registry*
F19.04,Capabilities > Advanced module & source registries,registries,Filter modules and source overrides,Unified generic registry,Validate against effective scoped configuration; Removing inherited module writes a disabling override; Session context/orchestrator cannot be disabled; Credentials kept in environment/private storage; Do not require host knowledge of module-specific semantics,"Existing native form, action and behavior retained; navigation relocated",settings-browser; test_registry*
F19.05,Capabilities > Advanced module & source registries,registries,Select module,Unified generic registry,Validate against effective scoped configuration; Removing inherited module writes a disabling override; Session context/orchestrator cannot be disabled; Credentials kept in environment/private storage; Do not require host knowledge of module-specific semantics,"Existing native form, action and behavior retained; navigation relocated",settings-browser; test_registry*
F19.06,Capabilities > Advanced module & source registries,registries,Add module,Unified generic registry,Validate against effective scoped configuration; Removing inherited module writes a disabling override; Session context/orchestrator cannot be disabled; Credentials kept in environment/private storage; Do not require host knowledge of module-specific semantics,"Existing native form, action and behavior retained; navigation relocated",settings-browser; test_registry*
F19.07,Capabilities > Advanced module & source registries,registries,Five module types,Unified generic registry,Validate against effective scoped configuration; Removing inherited module writes a disabling override; Session context/orchestrator cannot be disabled; Credentials kept in environment/private storage; Do not require host knowledge of module-specific semantics,"Existing native form, action and behavior retained; navigation relocated",settings-browser; test_registry*
F19.08,Capabilities > Advanced module & source registries,registries,Instance name,Unified generic registry,Validate against effective scoped configuration; Removing inherited module writes a disabling override; Session context/orchestrator cannot be disabled; Credentials kept in environment/private storage; Do not require host knowledge of module-specific semantics,"Existing native form, action and behavior retained; navigation relocated",settings-browser; test_registry*
F19.09,Capabilities > Advanced module & source registries,registries,Module name,Unified generic registry,Validate against effective scoped configuration; Removing inherited module writes a disabling override; Session context/orchestrator cannot be disabled; Credentials kept in environment/private storage; Do not require host knowledge of module-specific semantics,"Existing native form, action and behavior retained; navigation relocated",settings-browser; test_registry*
F19.10,Capabilities > Advanced module & source registries,registries,Source and location picker,Unified generic registry,Validate against effective scoped configuration; Removing inherited module writes a disabling override; Session context/orchestrator cannot be disabled; Credentials kept in environment/private storage; Do not require host knowledge of module-specific semantics,"Existing native form, action and behavior retained; navigation relocated",settings-browser; test_registry*
F19.11,Capabilities > Advanced module & source registries,registries,Configuration JSON,Unified generic registry,Validate against effective scoped configuration; Removing inherited module writes a disabling override; Session context/orchestrator cannot be disabled; Credentials kept in environment/private storage; Do not require host knowledge of module-specific semantics,"Existing native form, action and behavior retained; navigation relocated",settings-browser; test_registry*
F19.12,Capabilities > Advanced module & source registries,registries,Enabled switch,Unified generic registry,Validate against effective scoped configuration; Removing inherited module writes a disabling override; Session context/orchestrator cannot be disabled; Credentials kept in environment/private storage; Do not require host knowledge of module-specific semantics,"Existing native form, action and behavior retained; navigation relocated",settings-browser; test_registry*
F19.13,Capabilities > Advanced module & source registries,registries,Optional isolated behavior tests,Unified generic registry,Validate against effective scoped configuration; Removing inherited module writes a disabling override; Session context/orchestrator cannot be disabled; Credentials kept in environment/private storage; Do not require host knowledge of module-specific semantics,"Existing native form, action and behavior retained; navigation relocated",settings-browser; test_registry*
F19.14,Capabilities > Advanced module & source registries,registries,Save module,Unified generic registry,Validate against effective scoped configuration; Removing inherited module writes a disabling override; Session context/orchestrator cannot be disabled; Credentials kept in environment/private storage; Do not require host knowledge of module-specific semantics,"Existing native form, action and behavior retained; navigation relocated",settings-browser; test_registry*
F19.15,Capabilities > Advanced module & source registries,registries,Validate core contract,Unified generic registry,Validate against effective scoped configuration; Removing inherited module writes a disabling override; Session context/orchestrator cannot be disabled; Credentials kept in environment/private storage; Do not require host knowledge of module-specific semantics,"Existing native form, action and behavior retained; navigation relocated",settings-browser; test_registry*
F19.16,Capabilities > Advanced module & source registries,registries,Remove module,Unified generic registry,Validate against effective scoped configuration; Removing inherited module writes a disabling override; Session context/orchestrator cannot be disabled; Credentials kept in environment/private storage; Do not require host knowledge of module-specific semantics,"Existing native form, action and behavior retained; navigation relocated",settings-browser; test_registry*
F19.17,Capabilities > Advanced module & source registries,registries,Validation checks and pass/fail states,Unified generic registry,Validate against effective scoped configuration; Removing inherited module writes a disabling override; Session context/orchestrator cannot be disabled; Credentials kept in environment/private storage; Do not require host knowledge of module-specific semantics,"Existing native form, action and behavior retained; navigation relocated",settings-browser; test_registry*
F19.18,Capabilities > Advanced module & source registries,registries,Expand individual behavior-test outcomes,Unified generic registry,Validate against effective scoped configuration; Removing inherited module writes a disabling override; Session context/orchestrator cannot be disabled; Credentials kept in environment/private storage; Do not require host knowledge of module-specific semantics,"Existing native form, action and behavior retained; navigation relocated",settings-browser; test_registry*
F19.19,Capabilities > Advanced module & source registries,registries,Source type: module or bundle,Unified generic registry,Validate against effective scoped configuration; Removing inherited module writes a disabling override; Session context/orchestrator cannot be disabled; Credentials kept in environment/private storage; Do not require host knowledge of module-specific semantics,"Existing native form, action and behavior retained; navigation relocated",settings-browser; test_registry*
F19.20,Capabilities > Advanced module & source registries,registries,Registered source name,Unified generic registry,Validate against effective scoped configuration; Removing inherited module writes a disabling override; Session context/orchestrator cannot be disabled; Credentials kept in environment/private storage; Do not require host knowledge of module-specific semantics,"Existing native form, action and behavior retained; navigation relocated",settings-browser; test_registry*
F19.21,Capabilities > Advanced module & source registries,registries,Repository/path source override,Unified generic registry,Validate against effective scoped configuration; Removing inherited module writes a disabling override; Session context/orchestrator cannot be disabled; Credentials kept in environment/private storage; Do not require host knowledge of module-specific semantics,"Existing native form, action and behavior retained; navigation relocated",settings-browser; test_registry*
F19.22,Capabilities > Advanced module & source registries,registries,"Edit, save and remove override",Unified generic registry,Validate against effective scoped configuration; Removing inherited module writes a disabling override; Session context/orchestrator cannot be disabled; Credentials kept in environment/private storage; Do not require host knowledge of module-specific semantics,"Existing native form, action and behavior retained; navigation relocated",settings-browser; test_registry*
F20.01,Maintenance > File access,permissions,Global/project/private scope,Existing explicit tool-filesystem coupling; architectural review required,"Denied paths take precedence; These are tool-filesystem settings, not universal sandbox permissions; Shell policies come from bundle; Preserve existing control while deciding its longer-term ownership","Existing native form, action and behavior retained; navigation relocated",settings-browser; test_management.py
